type,title,date_added,release_year,rating,duration_seasons,listed_in,streaming_platform
TV Show,Queens,"October 20, 2021",2021,TV-14,1,"Drama, Music",Hulu
TV Show,The Bachelorette,"October 20, 2021",2003,TV-14,3,"Reality, Romance",Hulu
TV Show,Home Sweet Home,"October 16, 2021",2021,TV-PG,1,Reality,Hulu
TV Show,Showtime Championship Boxing: Wilder vs. Molina,"October 16, 2021",2015,TV-14,1,Sports,Hulu
TV Show,America's Book of Secrets,"October 15, 2021",2012,TV-14,1,"Documentaries, History",Hulu
TV Show,Beyond Oak Island,"October 15, 2021",2020,TV-PG,1,"History, Reality",Hulu
TV Show,Beyond Scared Straight,"October 15, 2021",2011,TV-14,6,"Documentaries, Reality, Teen",Hulu
TV Show,Hoarders,"October 15, 2021",2009,TV-PG,7,"Health & Wellness, Lifestyle & Culture, Reality",Hulu
TV Show,Little Women: Atlanta,"October 15, 2021",2016,TV-14,2,"Black Stories, Reality",Hulu
TV Show,Marrying Millions,"October 15, 2021",2019,TV-14,2,"Documentaries, Reality, Romance",Hulu
TV Show,Nightwatch,"October 15, 2021",2015,TV-14,4,"Documentaries, Drama, Mystery",Hulu
TV Show,Seven Year Switch,"October 15, 2021",2017,TV-14,1,Reality,Hulu
TV Show,Swamp People,"October 15, 2021",2010,TV-PG,3,"Documentaries, Reality",Hulu
TV Show,Acapulco Shore,"October 14, 2021",2014,TV-14,3,"Latino, Reality",Hulu
TV Show,The Real Housewives of Orange County,"October 14, 2021",2006,TV-14,15,Reality,Hulu
TV Show,Dopesick,"October 13, 2021",2021,TV-MA,1,Drama,Hulu
TV Show,Buried,"October 10, 2021",2021,TV-MA,1,"Crime, Documentaries",Hulu
TV Show,Demon Slayer Kimetsu No Yaiba,"October 10, 2021",2019,TV-14,2,"Action, Adventure, Anime",Hulu
TV Show,Roots Less Traveled,"October 10, 2021",2020,TV-G,1,Reality,Hulu
TV Show,Shark Tank,"October 9, 2021",2009,TV-PG,12,Reality,Hulu
TV Show,General Hospital,"October 8, 2021",1963,TV-14,1,Drama,Hulu
TV Show,Castle,"October 6, 2021",2009,TV-14,8,"Comedy, Crime, Drama",Hulu
TV Show,America's Funniest Home Videos,"October 4, 2021",1981,TV-PG,2,"Comedy, Family",Hulu
TV Show,The Bradshaw Bunch,"October 4, 2021",2020,TV-PG,1,Reality,Hulu
TV Show,Saturday Night Live,"October 3, 2021",1975,TV-14,23,"Comedy, Late Night, Sketch Comedy",Hulu
TV Show,The Most Magical Story On Earth: 50 Years of Walt Disney World,"October 2, 2021",2021,TV-PG,1,News,Hulu
TV Show,Big Sky,"October 1, 2021",2020,TV-14,2,"Crime, Drama",Hulu
TV Show,Cake,"October 1, 2021",2019,TV-MA,5,Comedy,Hulu
TV Show,Station 19,"October 1, 2021",2018,TV-14,5,"Action, Drama",Hulu
TV Show,The O.C.,"October 1, 2021",2003,TV-14,4,"Drama, Teen",Hulu
TV Show,American Dad!,"September 30, 2021",2005,TV-14,16,"Adult Animation, Comedy, Sitcom",Hulu
TV Show,BuzzFeed Unsolved: True Crime,"September 30, 2021",2017,TV-14,8,"Crime, Mystery",Hulu
TV Show,9-1-1,"September 28, 2021",2018,TV-14,5,Drama,Hulu
TV Show,Bob's Burgers,"September 27, 2021",2011,TV-14,12,"Adult Animation, Comedy, Sitcom",Hulu
TV Show,Family Guy,"September 27, 2021",1999,TV-14,20,"Adult Animation, Comedy, Sitcom",Hulu
TV Show,Nuclear Family,"September 27, 2021",2021,TV-MA,1,"Documentaries, LGBTQ+",Hulu
TV Show,The Great North,"September 27, 2021",2021,TV-PG,2,"Adult Animation, Comedy, Sitcom",Hulu
TV Show,The Rookie,"September 27, 2021",2018,TV-14,4,"Crime, Drama",Hulu
TV Show,The Simpsons,"September 27, 2021",1989,TV-PG,2,"Adult Animation, Comedy, Sitcom",Hulu
TV Show,SEC Storied,"September 26, 2021",2011,TV-PG,1,"Documentaries, Sports",Hulu
TV Show,Law & Order: Special Victims Unit,"September 24, 2021",1999,TV-14,23,"Crime, Drama, Mystery",Hulu
TV Show,The Eric Andre Show,"September 24, 2021",2012,TV-14,5,Comedy,Hulu
TV Show,Alter Ego,"September 23, 2021",2021,TV-PG,1,"Music, Reality",Hulu
TV Show,Home Economics,"September 23, 2021",2021,TV-PG,2,"Comedy, Sitcom",Hulu
TV Show,The Conners,"September 23, 2021",2018,TV-PG,1,"Comedy, Sitcom",Hulu
TV Show,The Croods: Family Tree,"September 23, 2021",2021,TV-G,1,"Adventure, Family, Kids",Hulu
TV Show,The Goldbergs,"September 23, 2021",2013,TV-PG,9,"Comedy, Family, Sitcom",Hulu
TV Show,The Masked Singer,"September 23, 2021",2019,TV-PG,6,"Comedy, Music, Reality",Hulu
TV Show,The Wonder Years,"September 23, 2021",2021,TV-PG,1,"Comedy, Sitcom",Hulu
TV Show,Dancing With the Stars,"September 21, 2021",2005,TV-PG,1,"Family, Lifestyle & Culture, Reality",Hulu
TV Show,Jimmy Kimmel Live,"September 21, 2021",2003,TV-14,2,"Comedy, Late Night",Hulu
TV Show,Late Night With Seth Meyers,"September 21, 2021",2014,TV-14,2,"Comedy, Late Night",Hulu
TV Show,The Tonight Show Starring Jimmy Fallon,"September 21, 2021",2014,TV-14,2,"Comedy, Late Night",Hulu
TV Show,Will & Grace,"September 21, 2021",2017,TV-14,3,"Comedy, LGBTQ+, Sitcom",Hulu
TV Show,Mom,"September 20, 2021",2013,TV-14,8,"Comedy, Sitcom",Hulu
TV Show,To Tell the Truth,"September 20, 2021",2016,TV-PG,1,"Comedy, Reality",Hulu
TV Show,Dark Side of Football,"September 18, 2021",2021,TV-14,1,"Crime, Documentaries, Sports",Hulu
TV Show,Divorce Court,"September 16, 2021",1999,TV-14,4,Reality,Hulu
TV Show,Dark Side of the Ring,"September 15, 2021",2019,TV-14,3,"Documentaries, Drama, Sports",Hulu
TV Show,Killer Cases,"September 15, 2021",2020,TV-14,1,Crime,Hulu
TV Show,Level Playing Field,"September 15, 2021",2021,TV-14,1,Documentaries,Hulu
TV Show,The Big Leap,"September 14, 2021",2021,TV-14,1,"Comedy, Drama",Hulu
TV Show,Fruits Basket (2019),"September 11, 2021",2019,TV-14,3,"Anime, Comedy, Drama",Hulu
TV Show,Holey Moley,"September 10, 2021",2019,TV-PG,1,"Game Shows, Reality",Hulu
TV Show,Project Bakeover,"September 10, 2021",2021,TV-G,1,"Cooking & Food, Lifestyle & Culture, Reality",Hulu
TV Show,Salvage Kings,"September 10, 2021",2019,TV-PG,2,Reality,Hulu
TV Show,Worst to First,"September 10, 2021",2017,TV-PG,2,"Lifestyle & Culture, Reality",Hulu
TV Show,Wu-Tang: An American Saga,"September 8, 2021",2019,TV-MA,2,"Black Stories, Drama",Hulu
TV Show,Dish Nation,"September 7, 2021",2013,TV-PG,1,Comedy,Hulu
TV Show,Locked Up Abroad,"September 2, 2021",2007,TV-14,2,Documentaries,Hulu
TV Show,9/11: One Day in America,"August 30, 2021",2021,TV-MA,1,"Documentaries, News",Hulu
TV Show,Are you the one? El match perfecto,"August 30, 2021",2016,TV-14,1,"Latino, Reality",Hulu
TV Show,Wipeout,"August 30, 2021",2008,TV-PG,7,"Action, Adventure, Family",Hulu
TV Show,Earth Odyssey with Dylan Dreyer,"August 29, 2021",2019,TV-G,1,Lifestyle & Culture,Hulu
TV Show,American Horror Story,"August 26, 2021",2011,TV-MA,10,"Drama, Horror",Hulu
TV Show,Archer,"August 26, 2021",2009,TV-MA,12,"Action, Adult Animation, Adventure",Hulu
TV Show,Comedy Central Presenta,"August 25, 2021",2017,TV-14,3,"Comedy, Latino",Hulu
TV Show,La Culpa es de Cortés: Edición Mujeres,"August 25, 2021",2018,TV-14,1,"Comedy, Latino",Hulu
TV Show,La Culpa es de Llorente,"August 25, 2021",2017,TV-14,2,"Comedy, Latino",Hulu
TV Show,The Ultimate Surfer,"August 24, 2021",2021,TV-PG,1,"Reality, Sports",Hulu
TV Show,NYC Epicenters 9/11→2021½,"August 23, 2021",2021,TV-MA,1,Documentaries,Hulu
TV Show,Celebrity Wife Swap,"August 22, 2021",2012,TV-14,4,Reality,Hulu
TV Show,Gossip,"August 22, 2021",2021,TV-14,1,Documentaries,Hulu
TV Show,The Tick,"August 22, 2021",1994,TV-Y7,3,"Action, Adventure, Family",Hulu
TV Show,Wife Swap,"August 22, 2021",2004,TV-14,7,"Documentaries, Reality",Hulu
TV Show,Bachelor in Paradise,"August 17, 2021",2014,TV-14,4,"Reality, Romance",Hulu
TV Show,Heels,"August 15, 2021",2021,TV-MA,1,"Drama, Sports",Hulu
TV Show,Army Wives,"August 14, 2021",2007,TV-14,7,Drama,Hulu
TV Show,Brooklyn Nine-Nine,"August 13, 2021",2013,TV-14,8,"Comedy, Sitcom",Hulu
TV Show,Dream Corp LLC,"August 13, 2021",2016,TV-14,3,"Comedy, Sitcom",Hulu
TV Show,The Real Housewives of Salt Lake City,"August 13, 2021",2020,TV-14,1,Reality,Hulu
TV Show,Queen Sugar,"August 12, 2021",2016,TV-14,5,"Black Stories, Drama",Hulu
TV Show,Fantasy Island,"August 11, 2021",2021,TV-14,1,Drama,Hulu
TV Show,Secrets of the Morgue,"August 11, 2021",2018,TV-14,1,"Crime, Documentaries",Hulu
TV Show,The FBI Files,"August 10, 2021",1998,TV-PG,5,"Crime, Documentaries",Hulu
TV Show,UFO,"August 8, 2021",2021,TV-14,1,Documentaries,Hulu
TV Show,Madagascar: A Little Wild,"August 6, 2021",2020,TV-G,4,"Adventure, Cartoons, Family",Hulu
TV Show,Obama: In Pursuit of a More Perfect Union,"August 4, 2021",2021,TV-14,1,Documentaries,Hulu
TV Show,The Devil You Know,"August 4, 2021",2019,TV-14,2,Documentaries,Hulu
TV Show,Fear the Walking Dead,"August 3, 2021",2015,TV-MA,6,"Drama, Horror, Science Fiction",Hulu
TV Show,Fear the Walking Dead en Español,"August 3, 2021",2015,TV-MA,6,"Drama, Horror, Latino",Hulu
TV Show,Small Town News: KPVM Pahrump,"August 3, 2021",2021,TV-14,1,Documentaries,Hulu
TV Show,Hamilton's Pharmacopeia,"August 1, 2021",2016,TV-MA,3,Documentaries,Hulu
TV Show,Saints & Sinners,"August 1, 2021",2016,TV-MA,5,"Black Stories, Drama",Hulu
TV Show,The Pier,"August 1, 2021",2019,TV-MA,2,"Drama, Horror, Thriller",Hulu
TV Show,The Rifleman,"August 1, 2021",1958,TV-G,1,"Action, Adventure, Drama",Hulu
TV Show,Celebrity Family Feud,"July 26, 2021",2008,TV-14,1,"Family, Game Shows, Reality",Hulu
TV Show,100 Foot Wave,"July 19, 2021",2021,TV-14,1,"Documentaries, Sports",Hulu
TV Show,The Last Dance,"July 19, 2021",2020,TV-14,1,"Documentaries, Sports",Hulu
TV Show,Power Book III: Raising Kanan,"July 18, 2021",2021,TV-MA,1,"Crime, Drama",Hulu
TV Show,WWE Friday Night SmackDown,"July 17, 2021",2019,TV-PG,1,Sports,Hulu
TV Show,Backyard Builds,"July 14, 2021",2017,TV-G,4,"Lifestyle & Culture, Reality",Hulu
TV Show,Cleopatra in Space,"July 14, 2021",2020,TV-Y7,3,"Adventure, Comedy, Kids",Hulu
TV Show,Save My Reno,"July 14, 2021",2017,TV-PG,4,"Lifestyle & Culture, Reality",Hulu
TV Show,Love Island (UK),"July 12, 2021",2015,TV-MA,7,"International, Reality, Romance",Hulu
TV Show,Grown-ish,"July 9, 2021",2018,TV-14,4,"Black Stories, Comedy, Sitcom",Hulu
TV Show,Murdoch Mysteries,"July 8, 2021",2008,TV-14,13,"Drama, International, Mystery",Hulu
TV Show,My Wife and Kids,"July 8, 2021",2001,TV-PG,5,"Comedy, Sitcom",Hulu
TV Show,Home to Win,"July 6, 2021",2016,TV-PG,4,"Lifestyle & Culture, Reality",Hulu
TV Show,RuPaul's Drag Race,"July 1, 2021",2011,TV-14,6,"Black Stories, LGBTQ+, Reality",Hulu
TV Show,The New Detectives,"July 1, 2021",1996,TV-PG,5,"Crime, Drama, Mystery",Hulu
TV Show,Big Food Bucket List,"June 30, 2021",2019,TV-G,2,"Cooking & Food, Lifestyle & Culture",Hulu
TV Show,Wall of Chefs,"June 30, 2021",2020,TV-G,1,"Cooking & Food, Lifestyle & Culture",Hulu
TV Show,Tulsa Burning: The 1921 Race Massacre,"June 29, 2021",2021,TV-14,1,"Documentaries, History",Hulu
TV Show,The Choe Show,"June 26, 2021",2021,TV-MA,1,"Lifestyle & Culture, News",Hulu
TV Show,Junior Chef Showdown,"June 25, 2021",2020,TV-G,2,"Cooking & Food, Lifestyle & Culture, Reality",Hulu
TV Show,When Nature Calls With Helen Mirren,"June 25, 2021",2021,TV-PG,1,"Documentaries, Reality, Science & Technology",Hulu
TV Show,Capital One: College Bowl,"June 23, 2021",2021,TV-PG,1,"Game Shows, Reality, Sports",Hulu
TV Show,Motherland: Fort Salem,"June 23, 2021",2020,TV-14,2,"Drama, Science Fiction",Hulu
TV Show,Cutthroat Kitchen,"June 21, 2021",2013,TV-G,14,"Cooking & Food, Family, Lifestyle & Culture",Hulu
TV Show,Family Home Overhaul,"June 21, 2021",2020,TV-G,1,Lifestyle & Culture,Hulu
TV Show,Farmhouse Facelift,"June 21, 2021",2021,TV-PG,1,Lifestyle & Culture,Hulu
TV Show,Switched at Birth,"June 21, 2021",2011,TV-14,5,"Drama, Family, Teen",Hulu
TV Show,Worst Cooks in America,"June 21, 2021",2010,TV-G,2,"Cooking & Food, Family, Lifestyle & Culture",Hulu
TV Show,The Hustler,"June 18, 2021",2021,TV-PG,1,"Game Shows, Reality",Hulu
TV Show,ABC Nightline,"June 17, 2021",1980,TV-14,3,News,Hulu
TV Show,DAVE,"June 17, 2021",2020,TV-MA,2,"Comedy, Sitcom",Hulu
TV Show,Accused: Guilty or Innocent?,"June 15, 2021",2020,TV-14,1,"Crime, Documentaries, Drama",Hulu
TV Show,Alone,"June 15, 2021",2015,TV-14,7,"Action, Adventure, Documentaries",Hulu
TV Show,Alone: The Beast,"June 15, 2021",2020,TV-PG,1,"Action, Adventure, Reality",Hulu
TV Show,America: Our Defining Hours,"June 15, 2021",2020,TV-14,1,"Documentaries, Drama, History",Hulu
TV Show,Dance Moms,"June 15, 2021",2010,TV-PG,5,"Family, Lifestyle & Culture, Reality",Hulu
TV Show,Duck Dynasty,"June 15, 2021",2012,TV-PG,1,"Documentaries, Reality",Hulu
TV Show,Forged in Fire,"June 15, 2021",2015,TV-PG,3,"Documentaries, History, Reality",Hulu
TV Show,Married at First Sight,"June 15, 2021",2014,TV-14,7,Reality,Hulu
TV Show,Mountain Men,"June 15, 2021",2013,TV-PG,1,"News, Reality, Science & Technology",Hulu
TV Show,The Celebrity Dating Game,"June 15, 2021",2021,TV-14,1,"Game Shows, Reality",Hulu
TV Show,Blindspotting,"June 13, 2021",2021,TV-MA,1,"Comedy, Drama",Hulu
TV Show,"Love, Victor","June 11, 2021",2020,TV-14,2,"Drama, LGBTQ+, Latino",Hulu
TV Show,The Real Housewives of Potomac,"June 11, 2021",2016,TV-14,5,"Black Stories, Reality",Hulu
TV Show,MasterChef,"June 10, 2021",2010,TV-PG,11,"Cooking & Food, Family, Lifestyle & Culture",Hulu
TV Show,Lego Masters,"June 9, 2021",2020,TV-G,2,"Game Shows, Reality",Hulu
TV Show,Hell's Kitchen,"June 8, 2021",2005,TV-14,11,"Cooking & Food, Family, Lifestyle & Culture",Hulu
TV Show,Killer Women with Piers Morgan,"June 8, 2021",2017,TV-14,2,"Crime, Documentaries",Hulu
TV Show,The Chase,"June 7, 2021",2021,TV-PG,1,"Game Shows, Reality",Hulu
TV Show,America's Got Talent,"June 2, 2021",2006,TV-14,1,"Family, Music, Reality",Hulu
TV Show,American Ninja Warrior,"June 1, 2021",2012,TV-PG,1,"Action, Adventure, Family",Hulu
TV Show,HouseBroken,"June 1, 2021",2021,TV-PG,1,"Adult Animation, Comedy, Sitcom",Hulu
TV Show,Duncanville,"May 31, 2021",2020,TV-14,2,"Adult Animation, Comedy, Sitcom",Hulu
TV Show,My 600-lb Life,"May 28, 2021",2014,TV-PG,2,"Documentaries, Health & Wellness, Lifestyle & Culture",Hulu
TV Show,Unusual Suspects,"May 28, 2021",2010,TV-14,8,"Crime, Documentaries, Mystery",Hulu
TV Show,Crime Scene Kitchen,"May 27, 2021",2021,TV-PG,1,"Cooking & Food, Lifestyle & Culture, Reality",Hulu
TV Show,Narco Wars,"May 27, 2021",2020,TV-14,2,"Crime, Documentaries, Drama",Hulu
TV Show,Press Your Luck,"May 27, 2021",2019,TV-PG,2,"Game Shows, Reality",Hulu
TV Show,"The $100,000 Pyramid","May 27, 2021",2016,TV-G,1,"Game Shows, Reality",Hulu
TV Show,The Bachelor,"May 27, 2021",1999,TV-14,2,"Reality, Romance",Hulu
TV Show,The Bold Type,"May 27, 2021",2017,TV-14,5,"Black Stories, Drama, Lifestyle & Culture",Hulu
TV Show,Mr Inbetween,"May 26, 2021",2018,TV-MA,3,"Crime, Drama",Hulu
TV Show,The Ultimate Fighter,"May 25, 2021",2013,TV-14,29,"Reality, Sports",Hulu
TV Show,Flatbush Misdemeanors,"May 21, 2021",2021,TV-MA,1,Comedy,Hulu
TV Show,Marvel's M.O.D.O.K.,"May 21, 2021",2021,TV-MA,1,"Adult Animation, Comedy, Science Fiction",Hulu
TV Show,Pride,"May 15, 2021",2021,TV-MA,1,"Documentaries, LGBTQ+",Hulu
TV Show,Deadly Women,"May 4, 2021",2013,TV-14,6,"Crime, Documentaries, Drama",Hulu
TV Show,Homicide Hunter,"May 4, 2021",2013,TV-14,7,"Crime, Documentaries",Hulu
TV Show,Naked and Afraid,"May 4, 2021",2013,TV-14,2,"Adventure, Documentaries, Reality",Hulu
TV Show,Pikwik Pack,"May 4, 2021",2020,TV-Y,1,"Adventure, Kids",Hulu
TV Show,Are You the One?,"May 1, 2021",2014,TV-14,3,"Reality, Romance",Hulu
TV Show,Bad Girls Club,"May 1, 2021",2006,TV-14,4,"Comedy, Reality",Hulu
TV Show,Blind Date,"May 1, 2021",2019,TV-14,1,"Comedy, Reality, Romance",Hulu
TV Show,Dating: No Filter,"May 1, 2021",2019,TV-14,2,"Comedy, Reality, Romance",Hulu
TV Show,I Am Cait,"May 1, 2021",2015,TV-14,2,"Documentaries, Drama, LGBTQ+",Hulu
TV Show,Married to Medicine,"May 1, 2021",2013,TV-14,6,"Reality, Romance",Hulu
TV Show,Shahs of Sunset,"May 1, 2021",2012,TV-14,6,"Reality, Romance",Hulu
TV Show,Texicanas,"May 1, 2021",2019,TV-14,1,Reality,Hulu
TV Show,The Handmaid's Tale,"April 28, 2021",2017,TV-MA,4,"Drama, Science Fiction",Hulu
TV Show,Greta Thunberg: A Year to Change the World,"April 22, 2021",2021,TV-PG,1,Documentaries,Hulu
TV Show,Cruel Summer,"April 21, 2021",2021,TV-14,1,"Drama, Mystery, Thriller",Hulu
TV Show,More in Common,"April 20, 2021",2020,TV-G,1,News,Hulu
TV Show,Confronting a Serial Killer,"April 18, 2021",2021,TV-MA,1,"Crime, Documentaries",Hulu
TV Show,The New Electric Company,"April 17, 2021",2009,TV-Y,3,"Family, Kids",Hulu
TV Show,The Life And Legend Of Wyatt Earp,"April 15, 2021",1955,TV-PG,6,"Action, Adventure, Drama",Hulu
TV Show,The Real Housewives of Beverly Hills,"April 15, 2021",2010,TV-14,10,Reality,Hulu
TV Show,Younger,"April 15, 2021",2015,TV-14,7,"Comedy, Drama, Romance",Hulu
TV Show,ABC This Week,"April 11, 2021",1933,TV-PG,4,News,Hulu
TV Show,ABC World News Tonight With David Muir,"April 10, 2021",1953,TV-PG,2,News,Hulu
TV Show,The Bridge,"April 9, 2021",2013,TV-MA,2,"Crime, Drama",Hulu
TV Show,Megalobox,"April 4, 2021",2018,TV-14,2,"Action, Anime, Drama",Hulu
TV Show,Hysterical,"April 3, 2021",2021,TV-MA,1,"Comedy, Documentaries",Hulu
TV Show,Law & Order: Organized Crime,"April 2, 2021",2021,TV-14,1,"Action, Crime, Drama",Hulu
TV Show,The Real Housewives of New York City,"April 2, 2021",2008,TV-14,12,Reality,Hulu
TV Show,Amy Schumer Learns to Cook,"April 1, 2021",2020,TV-PG,1,"Cooking & Food, Lifestyle & Culture",Hulu
TV Show,Assume the Position with Mr. Wuhl,"April 1, 2021",2006,TV-14,1,"Comedy, Documentaries, History",Hulu
TV Show,Caribbean Life,"April 1, 2021",2014,TV-G,6,"Family, Lifestyle & Culture, Reality",Hulu
TV Show,Chopped,"April 1, 2021",2000,TV-G,17,"Cooking & Food, Family, Lifestyle & Culture",Hulu
TV Show,Chopped Sweets,"April 1, 2021",2019,TV-G,1,"Cooking & Food, Lifestyle & Culture",Hulu
TV Show,"Diners, Drive-Ins and Dives","April 1, 2021",2006,TV-G,8,"Cooking & Food, Family, Lifestyle & Culture",Hulu
TV Show,Extreme Makeover: Home Edition,"April 1, 2021",2020,TV-G,1,"Lifestyle & Culture, Reality",Hulu
TV Show,Guy's Grocery Games,"April 1, 2021",2013,TV-G,10,"Cooking & Food, Family, Lifestyle & Culture",Hulu
TV Show,My Little Pony: Pony Life,"April 1, 2021",2020,TV-G,1,Kids,Hulu
TV Show,Naked and Afraid XL,"April 1, 2021",2015,TV-14,2,"Adventure, Documentaries, Reality",Hulu
TV Show,Say Yes to the Dress,"April 1, 2021",2014,TV-PG,5,"Family, Lifestyle & Culture, Reality",Hulu
TV Show,Tournament of Champions,"April 1, 2021",2020,TV-G,1,"Cooking & Food, Lifestyle & Culture, Reality",Hulu
TV Show,Undercover Billionaire,"April 1, 2021",2019,TV-PG,1,Reality,Hulu
TV Show,Unikitty,"April 1, 2021",2017,TV-Y7,3,"Action, Adventure, Comedy",Hulu
TV Show,Vegas Chef Prizefight,"April 1, 2021",2020,TV-G,1,"Cooking & Food, Lifestyle & Culture, Reality",Hulu
TV Show,All of Us,"March 29, 2021",2003,TV-PG,4,"Comedy, Sitcom",Hulu
TV Show,RuPaul's Drag Race All Stars,"March 29, 2021",2012,TV-MA,4,"Black Stories, LGBTQ+, Lifestyle & Culture",Hulu
TV Show,My Hero Academia,"March 27, 2021",2016,TV-14,5,"Action, Anime, Comedy",Hulu
TV Show,Solar Opposites,"March 26, 2021",2020,TV-MA,2,"Adult Animation, Comedy, Science Fiction",Hulu
TV Show,Breeders,"March 23, 2021",2020,TV-MA,2,"Comedy, Sitcom",Hulu
TV Show,Genius,"March 22, 2021",2017,TV-14,3,"Drama, History",Hulu
TV Show,Teen Wolf,"March 22, 2021",2011,TV-14,6,"Comedy, Drama, Horror",Hulu
TV Show,Catfish: The TV Show,"March 20, 2021",2012,TV-PG,8,"Documentaries, Reality, Teen",Hulu
TV Show,Holmes Family Effect,"March 17, 2021",2021,TV-PG,1,Lifestyle & Culture,Hulu
TV Show,Mayans M.C.,"March 17, 2021",2018,TV-MA,3,"Crime, Drama",Hulu
TV Show,America's Most Wanted,"March 16, 2021",2021,TV-14,1,"Crime, Documentaries, Reality",Hulu
TV Show,People of Earth,"March 15, 2021",2016,TV-MA,2,"Comedy, Science Fiction, Sitcom",Hulu
TV Show,Roadies,"March 15, 2021",2016,TV-MA,1,"Comedy, Drama, Music",Hulu
TV Show,Terminator: The Sarah Connor Chronicles,"March 15, 2021",2008,TV-14,2,"Action, Adventure, Drama",Hulu
TV Show,Game of Talents,"March 11, 2021",2021,TV-PG,1,Reality,Hulu
TV Show,My So-Called Life,"March 11, 2021",1994,TV-14,1,"Drama, Teen",Hulu
TV Show,The Split,"March 11, 2021",2018,TV-MA,2,"Drama, International, Romance",Hulu
TV Show,Heartland,"March 10, 2021",2007,TV-PG,13,"Drama, Family, International",Hulu
TV Show,Felicity,"March 9, 2021",1998,TV-14,4,"Drama, Teen",Hulu
TV Show,Blossom,"March 8, 2021",1991,TV-PG,5,"Comedy, Sitcom",Hulu
TV Show,Good Girls,"March 8, 2021",2018,TV-14,1,"Comedy, Drama",Hulu
TV Show,Top Chef,"March 2, 2021",2006,TV-14,17,"Cooking & Food, Family, Reality",Hulu
TV Show,Little Baby Bum,"March 1, 2021",2017,TV-Y,3,"Family, Kids",Hulu
TV Show,Jersey Shore: Family Vacation,"February 26, 2021",2018,TV-14,2,Reality,Hulu
TV Show,The Challenge,"February 26, 2021",1998,TV-14,3,"Action, Adventure, News",Hulu
TV Show,Beartown,"February 23, 2021",2021,TV-14,1,"Drama, International",Hulu
TV Show,Spring Baking Championship,"February 23, 2021",2015,TV-G,1,"Cooking & Food, Family, Lifestyle & Culture",Hulu
TV Show,Supervillain: The Making of Tekashi 6ix9ine,"February 21, 2021",2021,TV-MA,1,Documentaries,Hulu
TV Show,Good Trouble,"February 18, 2021",2019,TV-14,3,"Drama, Teen",Hulu
TV Show,Kenan,"February 17, 2021",2021,TV-PG,1,"Black Stories, Comedy, Sitcom",Hulu
TV Show,Keeping Up With the Kardashians,"February 16, 2021",2007,TV-14,19,Reality,Hulu
TV Show,North Korea: Inside the Mind of a Dictator,"February 16, 2021",2021,TV-14,1,Documentaries,Hulu
TV Show,60 Days In,"February 15, 2021",2016,TV-14,6,"Crime, Documentaries, Reality",Hulu
TV Show,Ancient Aliens,"February 15, 2021",2010,TV-14,14,"Documentaries, History, Latino",Hulu
TV Show,Bride and Prejudice: Forbidden Love,"February 15, 2021",2020,TV-14,1,Reality,Hulu
TV Show,Forged in Fire: Beat the Judges,"February 15, 2021",2020,TV-PG,1,Reality,Hulu
TV Show,House Hunters,"February 15, 2021",1999,TV-G,30,"Family, Lifestyle & Culture, Reality",Hulu
TV Show,House Hunters International,"February 15, 2021",2006,TV-G,22,"Family, Lifestyle & Culture, Reality",Hulu
TV Show,Kings of Pain,"February 15, 2021",2019,TV-14,1,"Documentaries, Science & Technology",Hulu
TV Show,Pawn Stars,"February 15, 2021",2009,TV-PG,2,Reality,Hulu
TV Show,Property Brothers,"February 15, 2021",2011,TV-PG,6,"Family, Lifestyle & Culture, Reality",Hulu
TV Show,Southern Gothic,"February 15, 2021",2020,TV-14,1,"Crime, Documentaries",Hulu
TV Show,The Secret of Skinwalker Ranch,"February 15, 2021",2020,TV-PG,1,"Documentaries, Science Fiction",Hulu
TV Show,The UnXplained,"February 15, 2021",2019,TV-14,2,Documentaries,Hulu
TV Show,Witches of Salem,"February 15, 2021",2019,TV-14,1,"Drama, History",Hulu
TV Show,Hip Hop Uncovered,"February 13, 2021",2021,TV-MA,1,"Black Stories, Documentaries, Music",Hulu
TV Show,Line of Duty,"February 12, 2021",2012,TV-MA,5,"Crime, Drama, International",Hulu
TV Show,Black Love,"February 11, 2021",2017,TV-14,3,"Black Stories, Documentaries, Romance",Hulu
TV Show,Moesha,"February 9, 2021",1996,TV-PG,6,"Black Stories, Comedy, Sitcom",Hulu
TV Show,"Sister, Sister","February 9, 2021",1994,TV-G,6,"Black Stories, Comedy, Sitcom",Hulu
TV Show,Modern Family,"February 4, 2021",2009,TV-14,11,"Comedy, Family, Sitcom",Hulu
TV Show,Baldwin Hills,"February 1, 2021",2007,TV-14,3,"Black Stories, Drama, Reality",Hulu
TV Show,Being Mary Jane,"February 1, 2021",2013,TV-14,5,Drama,Hulu
TV Show,Black Ink Crew,"February 1, 2021",2013,TV-14,3,Reality,Hulu
TV Show,College Hill,"February 1, 2021",2007,TV-14,3,Reality,Hulu
TV Show,Love & Hip Hop Atlanta,"February 1, 2021",2013,TV-14,3,"Music, Reality",Hulu
TV Show,The Lady And The Dale,"February 1, 2021",2021,TV-14,1,Documentaries,Hulu
TV Show,Jann,"January 29, 2021",2019,TV-PG,2,Comedy,Hulu
TV Show,Mixed-ish,"January 27, 2021",2019,TV-PG,2,"Black Stories, Comedy, Sitcom",Hulu
TV Show,The Guest Book,"January 27, 2021",2017,TV-MA,2,"Comedy, Sitcom",Hulu
